# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 Changes due to IGC  	 % change due to IGC 
0.0	0.488304093567	0	0	0	0	0	0.0
0.000556769718123	0.488304093567	1	0	0	0	0	0.0
0.0016220506402	0.487329434698	2	0	0	0	0	0.0
0.00166826352708	0.488304093567	3	0	0	0	0	0.0
0.00246240213283	0.489278752437	4	0	0	0	0	0.0
0.00435004766129	0.489278752437	4	1	3	0	0	0.0
0.00464847227991	0.487329434698	4	2	3	0	2	0.333333333333
0.00506729698275	0.486354775828	4	3	3	0	3	0.428571428571
0.0110362782896	0.486354775828	5	3	3	0	3	0.375
0.0114048850256	0.485380116959	5	4	3	0	4	0.444444444444
0.0127929269122	0.485380116959	6	4	3	0	4	0.4
0.0200574879788	0.485380116959	7	4	3	0	4	0.363636363636
0.0209151473298	0.48440545809	7	5	3	0	5	0.416666666667
0.0211807876218	0.485380116959	8	5	3	0	5	0.384615384615
0.0213145181131	0.485380116959	9	5	3	0	5	0.357142857143
0.0214577218126	0.485380116959	10	5	3	0	5	0.333333333333
0.0217263496094	0.48440545809	10	6	3	0	6	0.375
0.0231743021988	0.48440545809	11	6	3	0	6	0.352941176471
0.0242560692782	0.48440545809	11	7	3	0	6	0.352941176471
0.0254028936211	0.48343079922	12	7	3	0	6	0.333333333333
0.0260645530406	0.48343079922	13	7	3	0	6	0.315789473684
0.0265440615169	0.482456140351	14	7	3	0	6	0.3
0.0271808960897	0.48343079922	15	7	3	0	6	0.285714285714
0.0293578809075	0.48343079922	16	7	3	0	6	0.272727272727
0.029450952728	0.482456140351	17	7	3	0	6	0.260869565217
0.0306093317053	0.481481481481	18	7	3	0	6	0.25
0.0307013258605	0.481481481481	19	7	3	0	6	0.24
0.0315505844997	0.482456140351	20	7	3	0	6	0.230769230769
0.0323674094047	0.48343079922	21	7	3	0	6	0.222222222222
