# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 Changes due to IGC  	 % change due to IGC 
0.0	0.62962962963	0	0	0	0	0	0.0
0.000407942195375	0.630604288499	1	0	0	0	0	0.0
0.00302935153419	0.62962962963	2	0	0	0	0	0.0
0.00359180280607	0.630604288499	3	0	0	0	0	0.0
0.00530908194663	0.630604288499	4	0	0	0	0	0.0
0.00669514570379	0.631578947368	5	0	0	0	0	0.0
0.0105830303303	0.630604288499	6	0	0	0	0	0.0
0.0111112775255	0.630604288499	7	0	0	0	0	0.0
0.0115142484722	0.630604288499	8	0	0	0	0	0.0
0.0142653274449	0.631578947368	9	0	0	0	0	0.0
0.0152876577678	0.632553606238	10	0	0	0	0	0.0
0.0155749174098	0.631578947368	11	0	0	0	0	0.0
0.0163014088319	0.631578947368	12	0	0	0	0	0.0
0.021379978356	0.631578947368	13	0	0	0	0	0.0
0.0256328693505	0.632553606238	14	0	0	0	0	0.0
0.0293514750341	0.633528265107	15	0	0	0	0	0.0
0.0302767280128	0.633528265107	16	0	0	0	0	0.0
0.0312232430056	0.634502923977	17	0	0	0	0	0.0
0.0316392018545	0.635477582846	18	0	0	0	0	0.0
0.031817453751	0.634502923977	19	0	0	0	0	0.0
0.0357661276392	0.635477582846	20	0	0	0	0	0.0
0.0363310721505	0.634502923977	21	0	0	0	0	0.0
0.0381710913054	0.634502923977	22	0	0	0	0	0.0
0.0390805670656	0.634502923977	23	0	0	0	0	0.0
0.0395462807574	0.634502923977	24	0	0	0	0	0.0
0.0396311396678	0.634502923977	25	0	0	0	0	0.0
0.0410188042301	0.633528265107	26	0	0	0	0	0.0
0.0428999826475	0.632553606238	27	0	0	0	0	0.0
0.044227670138	0.631578947368	28	0	0	0	0	0.0
0.0443123385308	0.632553606238	29	0	0	0	0	0.0
0.0447094467237	0.632553606238	30	0	0	0	0	0.0
0.0467469776094	0.633528265107	31	0	0	0	0	0.0
0.0481000771023	0.633528265107	32	0	0	0	0	0.0
0.0493321780034	0.633528265107	33	0	0	0	0	0.0
0.05180092441	0.634502923977	34	0	0	0	0	0.0
0.0543122483271	0.634502923977	35	0	0	0	0	0.0
0.054535242302	0.634502923977	36	0	0	0	0	0.0
0.0549592580654	0.635477582846	37	0	0	0	0	0.0
