# time 	 divergence 	 # of mutations 	 # IGC chances 	 IGC length 	 # IGC failures 	 Changes due to IGC  	 % change due to IGC 
0.0	0.488172043011	0	0	0	0	0	0.0
0.00119617606134	0.488172043011	1	0	0	0	0	0.0
0.00167636703604	0.489247311828	2	0	0	0	0	0.0
0.00368606164101	0.489247311828	3	0	0	0	0	0.0
0.00520791517	0.489247311828	4	0	0	0	0	0.0
0.00641440063718	0.490322580645	5	0	0	0	0	0.0
0.00676739122843	0.489247311828	6	0	0	0	0	0.0
0.00771005671717	0.488172043011	7	0	0	0	0	0.0
0.00826311330401	0.489247311828	8	0	0	0	0	0.0
0.0103259366681	0.489247311828	9	0	0	0	0	0.0
0.0124402751741	0.490322580645	10	0	0	0	0	0.0
0.0130844360607	0.491397849462	11	0	0	0	0	0.0
0.0168302896244	0.490322580645	12	0	0	0	0	0.0
0.0178242567117	0.491397849462	13	0	0	0	0	0.0
0.021280949832	0.491397849462	14	0	0	0	0	0.0
0.022804661665	0.49247311828	15	0	0	0	0	0.0
0.0231139612004	0.493548387097	16	0	0	0	0	0.0
0.0253948429486	0.494623655914	17	0	0	0	0	0.0
0.0256843973552	0.494623655914	18	0	0	0	0	0.0
0.0278207309049	0.494623655914	19	0	0	0	0	0.0
0.0303964333395	0.495698924731	20	0	0	0	0	0.0
0.0314267049901	0.495698924731	21	0	0	0	0	0.0
0.0369819987061	0.495698924731	22	0	0	0	0	0.0
0.0422018708845	0.495698924731	23	0	0	0	0	0.0
0.0459550647414	0.495698924731	24	0	0	0	0	0.0
0.0489940475771	0.495698924731	25	0	0	0	0	0.0
0.0492075580237	0.494623655914	26	0	0	0	0	0.0
0.0500063220638	0.495698924731	27	0	0	0	0	0.0
0.0528625617102	0.496774193548	28	0	0	0	0	0.0
0.0547496854879	0.497849462366	29	0	0	0	0	0.0
0.0596380127641	0.496774193548	30	0	0	0	0	0.0
0.0612977718364	0.497849462366	31	0	0	0	0	0.0
